"id","zh","pro","sss","ssx","zl","zm","item","ir","iw","jd","wd","jm","zz","ly","xly","class","jjsw","bzsw","xxsw","zcsw","htz","time","update_time"
"2872","701I7470","浙江省","杭州市","建德市","ZZ","下塘码头","PZ","1","1","119.3121","29.5062",,,"浙闽台流域",,,,,,,,,"2/12/2021 10:57:38"
"2873","701I7490","浙江省","杭州市","建德市","ZQ","更楼","PZQ","1","1","119.25","29.424",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:34"
"2874","701I7500","浙江省","杭州市","建德市","ZZ","马目大桥下游","PZ","1","1","119.3953","29.5018",,,"浙闽台",,,,,,,,,"2/12/2021 10:56:52"
"2875","701J5100","浙江省","丽水市","遂昌县","PP","柘岱口乡左别源","P","1","1","118.76","28.308",,,"钱塘江",,,,,,,,,"2/12/2021 14:04:32"
"2876","701J5350","浙江省","衢州市","江山市","PP","坞里","P","1","1","118.614","28.846",,,"钱塘江",,,,,,,,,"2/12/2021 14:04:32"
"2877","701J5430","浙江省","衢州市","江山市","PP","黄泥坪","P","1","1","118.611","28.475",,,"钱塘江",,,,,,,,,"2/12/2021 14:04:32"
"2878","701L0810","浙江省","绍兴市","诸暨市","PP","大唐","P","1","1","120.188614","29.710861",,,"钱塘江水系",,,,,,,,,"2/12/2021 10:58:04"
"2879","70200100","浙江省","金华市","磐安县","RR","五丈岩水库","PZ","1","1","120.698254","29.204453",,,"钱塘江",,,,,,"484.07",,,"2/12/2021 10:56:23"
"2880","70200120","浙江省","金华市","磐安县","RR","三曲里水库","PZ","1","1","120.732106","29.20607",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:42"
"2881","70200140","浙江省","金华市","磐安县","RR","三跳水库","PZ","1","1","120.76869","29.243101",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:50"
"2882","70200160","浙江省","绍兴市","新昌县","RR","新昌石门水库","PZ","1","1","120.777558","29.279446",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:17"
"2883","70200200","浙江省","绍兴市","新昌县","ZZ","溪西","PZ","1","1","120.766454","29.366261","85黄海","新昌县镜岭镇溪西村","钱塘江",,,,,,,"72.822","1989-09-16","24/10/2021 14:42:58"
"2884","70200500","浙江省","绍兴市","新昌县","ZZ","澄潭","PZ","1","1","120.8005","29.4463",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:32"
"2885","70200700","浙江省","绍兴市","嵊州市","ZZ","嵊州新市","PZ","1","1","120.78119","29.550539","85黄海","嵊州市甘霖镇新市村","钱塘江",,,,,,,"19.99","2020-06-30","24/10/2021 14:42:58"
"2886","70200800","浙江省","绍兴市","嵊州市","ZZ","嵊州","PZVQ","1","1","120.830795","29.59513","85黄海","剡湖街道文星东路176号","钱塘江",,,"16.1","19.1",,,"20.757","1962-09-06","24/10/2021 14:42:58"
"2887","70201000","浙江省","绍兴市","嵊州市","ZZ","花山","PZ","1","1","120.825884","29.696461","85黄海","仙岩镇王舍村","钱塘江",,,"13","16.2",,,"15.582","1990-09-01","24/10/2021 14:42:58"
"2888","70201400","浙江省","绍兴市","上虞区","ZZ","东沙埠","PZ","1","1","120.865931","29.797056","85黄海","上虞区章镇镇","钱塘江",,,"10.5","12.5",,,"11.89","2015-07-12","24/10/2021 14:42:58"
"2889","70201800","浙江省","绍兴市","上虞区","ZZ","上虞东山","PZQ","1","1","120.83657","29.903511","85黄海","上虞区上浦镇","钱塘江",,,"8.5","10",,,"11.09","2015-07-12","24/10/2021 14:42:58"
"2890","70201900","浙江省","绍兴市","上虞区","DD","上浦闸上","PZ","1","1","120.8489","29.9145",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:55"
"2891","70202000","浙江省","绍兴市","上虞区","ZZ","上浦闸下","Z","1","1","120.847","29.9184","85黄海","上虞区上浦镇","钱塘江",,,,,,,"10.96","2015-07-12","24/10/2021 14:42:58"
"2892","70202400","浙江省","绍兴市","上虞区","ZZ","百官","PZ","1","1","120.86632","30.02059",,,"钱塘江",,,"7.5","9",,,,,"1/12/2021 18:42:47"
"2893","70203000","浙江省","绍兴市","越城区","ZZ","桑盆殿（二）","PZ","1","1","120.7019","30.086164",,"绍兴柯桥-越城孙端镇后桑盆村","钱塘江水系",,,,,,,"5.54","2013-10-08","24/10/2021 14:42:58"
"2894","70203210","浙江省","绍兴市","上虞区","DD","曹娥江闸上","PZ","1","1","120.74555","30.220278",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:03"
"2895","70203211","浙江省","绍兴市","上虞区","TT","曹娥江闸下","Z","1","1","120.745759","30.225907",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:54"
"2896","70203220","浙江省","金华市","磐安县","RR","长北坑水库","PZ","1","1","120.662144","29.137161",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:39"
"2897","70203222","浙江省","金华市","磐安县","RR","下畈水库","PZ","1","1","120.735117","29.263345",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:35"
"2898","70203224","浙江省","金华市","磐安县","RR","鱼井下电站","PZ","1","1","120.7247","29.2869",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:53"
"2899","70203226","浙江省","绍兴市","新昌县","RR","新昌蟠龙水库","PZ","1","1","120.749374","29.396822",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:52"
"2900","70203228","浙江省","台州市","天台县","RR","岩弄口水库","PZ","1","1","120.801583","29.210861",,,"椒江",,,,,,,,,"2/12/2021 10:57:56"
"2901","70203260","浙江省","绍兴市","新昌县","RR","门溪水库","PZ","1","1","120.83954","29.261196",,,"钱塘江",,,,,,"354.83",,,"2/12/2021 10:56:24"
"2902","70203268","浙江省","绍兴市","新昌县","PP","儒王电站","P","1","1","120.8823","29.3409",,,"钱塘江",,,,,,,,,"2/12/2021 14:04:32"
"2903","70203270","浙江省","绍兴市","新昌县","RR","前丁水库","PZ","1","1","120.806081","29.253358",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:42"
"2904","70203280","浙江省","绍兴市","新昌县","RR","新昌跃进水库","PZ","1","1","120.920583","29.370885",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:01"
"2905","70203290","浙江省","绍兴市","新昌县","RR","石缸水库","PZ","1","1","120.834063","29.331526",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:18"
"2906","70203300","浙江省","绍兴市","新昌县","RR","新昌胜利水库","PZ","1","1","120.767631","29.421458",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:37"
"2907","70203310","浙江省","绍兴市","嵊州市","RR","凤凰窠水库","PZ","1","1","120.751015","29.436385",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:32"
"2908","70203320","浙江省","绍兴市","嵊州市","ZZ","芦溪","PZ","1","1","120.681861","29.39625",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:50"
"2909","70203330","浙江省","绍兴市","嵊州市","ZZ","殿前","PZ","1","1","120.753778","29.483944",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:08"
"2910","70203340","浙江省","绍兴市","嵊州市","PP","象鼻","P","1","1","120.614558","29.397277",,,"钱塘江",,,,,,,,,"2/12/2021 14:04:32"
"2911","70203360","浙江省","绍兴市","嵊州市","PP","金勾子","P","1","1","120.645333","29.422056",,,"钱塘江",,,,,,,,,"2/12/2021 14:04:32"
"2912","70203400","浙江省","绍兴市","新昌县","PP","百菊","P","1","1","121.033","29.3833",,,"新昌江",,,,,,,,,"2/12/2021 14:04:32"
"2913","70203600","浙江省","绍兴市","新昌县","RR","长诏水库","PZE","1","1","120.998498","29.432352",,,"钱塘江",,,,,,"131.16",,,"1/12/2021 18:54:49"
"2914","70204000","浙江省","绍兴市","新昌县","ZZ","新昌","PZQ","1","1","120.902176","29.50735","85黄海","新昌县羽林街道","钱塘江",,,"43","44",,,"43.46","2020-06-30","24/10/2021 14:42:58"
"2915","70204100","浙江省","绍兴市","嵊州市","ZZ","茶坊桥","PZ","1","1","120.8185","29.534333",,,"钱塘江",,,,,,,,,"2/12/2021 10:58:04"
"2916","70204202","浙江省","绍兴市","新昌县","RR","寨岭水库","PZ","1","1","121.0772","29.4222",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:58"
"2917","70204220","浙江省","绍兴市","新昌县","RR","王岙水库","PZ","1","1","120.9379","29.4144",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:16"
"2918","70204240","浙江省","绍兴市","新昌县","RR","新昌水库","PZ","1","1","120.902984","29.439455",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:34"
"2919","70204260","浙江省","绍兴市","新昌县","RR","丁家坑水库","PZ","1","1","120.8581","29.4144",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:30"
"2920","70204280","浙江省","绍兴市","新昌县","RR","天烛岭水库","PZ","1","1","120.862181","29.459923",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:48"
"2921","70204300","浙江省","金华市","东阳市","RR","厦城水库","PZ","1","1","120.584195","29.290312",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:06"
"2922","70204320","浙江省","金华市","东阳市","RR","游鱼水库","PZ","1","1","120.537907","29.315463",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:23"
"2923","70204338","浙江省","绍兴市","嵊州市","RR","嵊州大坑水库","PZ","1","1","120.948525","29.632365",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:19"
"2924","70204400","浙江省","绍兴市","嵊州市","ZZ","孟爱","ZP","1","1","120.75997","29.562866","85黄海","鹿山街道下马村","钱塘江",,,,,,,"36.85","1956-08-02","24/10/2021 14:42:58"
"2925","70204410","浙江省","金华市","东阳市","RR","桐坑水库","PZ","1","1","120.504669","29.346694",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:56"
"2926","70204420","浙江省","绍兴市","嵊州市","RR","辽湾水库","PZ","1","1","120.552358","29.464277",,,"钱塘江",,,,,,"151.85",,,"1/12/2021 18:54:49"
"2927","70204440","浙江省","绍兴市","嵊州市","RR","孔岭水库","PZ","1","1","120.563256","29.494086",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:32"
"2928","70204460","浙江省","绍兴市","嵊州市","PP","大塘湾","P","1","1","120.571944","29.479361",,,"钱塘江",,,,,,,,,"2/12/2021 14:04:33"
"2929","70204480","浙江省","绍兴市","嵊州市","RR","丰潭水库","PZ","1","1","120.588798","29.359962",,,"钱塘江",,,,,,"353.19",,,"1/12/2021 18:54:48"
"2930","70204500","浙江省","绍兴市","嵊州市","RR","南山水库","PZ","1","1","120.5992","29.4212",,,"钱塘江",,,,,,"122.22",,,"2/12/2021 10:57:47"
"2931","70204510","浙江省","绍兴市","嵊州市","RR","剡源水库","PZ","1","1","120.594071","29.543092",,,"钱塘江",,,,,,"116.8",,,"1/12/2021 18:54:49"
"2932","70204516","浙江省","绍兴市","嵊州市","PP","小崑","P","1","1","120.596","29.455",,,"钱塘江",,,,,,,,,"2/12/2021 14:04:33"
"2933","70204518","浙江省","绍兴市","嵊州市","ZZ","嵊州长乐","PZ","1","1","120.597609","29.459119",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:21"
"2934","70204519","浙江省","绍兴市","嵊州市","PP","水竹雨量","P","1","1","120.599","29.458361",,,"钱塘江",,,,,,,,,"2/12/2021 14:04:33"
"2935","70204520","浙江省","绍兴市","嵊州市","RR","汉溪湾水库","PZ","1","1","120.589579","29.490293",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:40"
"2936","70204522","浙江省","绍兴市","嵊州市","ZZ","郯城","PZ","1","1","120.628722","29.514389",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:36"
"2937","70204524","浙江省","绍兴市","嵊州市","RR","寺前水库","PZ","1","1","120.643206","29.45974",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:54"
"2938","70204525","浙江省","绍兴市","嵊州市","PP","吕岙","P","1","1","120.582","29.707",,,"钱塘江",,,,,,,,,"2/12/2021 14:04:33"
"2939","70204526","浙江省","绍兴市","嵊州市","PP","坞榆湾","P","1","1","120.708944","29.496694",,,"钱塘江",,,,,,,,,"2/12/2021 14:04:33"
"2940","70204527","浙江省","绍兴市","嵊州市","PP","嵊州竹溪","P","1","1","120.5324","29.6516",,,"钱塘江",,,,,,,,,"2/12/2021 14:04:33"
"2941","70204528","浙江省","绍兴市","嵊州市","ZZ","嵊州向阳","PZ","1","1","120.626691","29.562439",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:12"
"2942","70204530","浙江省","绍兴市","嵊州市","RR","坂头水库","PZ","1","1","120.590727","29.603033",,,"钱塘江",,,,,,"225.1",,,"1/12/2021 18:54:49"
"2943","70204540","浙江省","绍兴市","嵊州市","RR","白柴爿水库","PZ","1","1","120.6345","29.5929",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:25"
"2944","70204542","浙江省","绍兴市","嵊州市","ZZ","富润","PZ","1","1","120.663885","29.575525",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:43"
"2945","70204544","浙江省","绍兴市","嵊州市","PP","裘家坞雨量","P","1","1","120.652606","29.591223",,,"钱塘江",,,,,,,,,"2/12/2021 14:04:33"
"2946","70204546","浙江省","绍兴市","嵊州市","RR","民胜水库","PZ","1","1","120.706317","29.702571",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:02"
"2947","70204548","浙江省","绍兴市","嵊州市","PP","坑东","P","1","1","120.713639","29.664806",,,"钱塘江",,,,,,,,,"2/12/2021 14:04:33"
"2948","70204560","浙江省","绍兴市","嵊州市","RR","张村水库","PZ","1","1","120.699102","29.647185",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:19"
"2949","70204562","浙江省","绍兴市","嵊州市","ZZ","洋桥头","PZ","1","1","120.697957","29.605663",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:38"
"2950","70204564","浙江省","绍兴市","嵊州市","RR","托潭坑水库","PZ","1","1","120.67395","29.660736",,,"钱塘江",,,,,,,,,"2/12/2021 10:58:00"
"2951","70204566","浙江省","绍兴市","嵊州市","RR","红领巾水库","PZ","1","1","120.6877","29.5926",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:51"
"2952","70204568","浙江省","绍兴市","嵊州市","RR","砩水水库","PZ","1","1","120.7292","29.6544",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:09"
"2953","70204570","浙江省","绍兴市","嵊州市","RR","下坂水库","PZ","1","1","120.7471","29.6488",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:27"
"2954","70204572","浙江省","绍兴市","嵊州市","RR","大山下","PZ","1","1","120.7656","29.6458",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:23"
"2955","70204574","浙江省","绍兴市","嵊州市","RR","丫叉坑水库","PZ","1","1","120.902","29.5559",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:41"
"2956","70204576","浙江省","绍兴市","嵊州市","PP","里滴水","P","1","1","120.879634","29.541109",,,"钱塘江",,,,,,,,,"2/12/2021 14:04:33"
"2957","70204578","浙江省","绍兴市","嵊州市","PP","张墅","P","1","1","120.799139","29.618083",,,"钱塘江",,,,,,,,,"2/12/2021 14:04:33"
"2958","70204579","浙江省","绍兴市","嵊州市","PP","金平","P","1","1","120.767246","29.660416",,,"钱塘江",,,,,,,,,"2/12/2021 14:04:34"
"2959","70204590","浙江省","绍兴市","新昌县","RR","巧英水库","PZ","1","1","121.16","29.4026",,,"钱塘江",,,,,,"286.79",,,"2/12/2021 10:56:59"
"2960","70204595","浙江省","绍兴市","新昌县","RR","钦寸水库","PZ","1","1","121.001945","29.519109",,,"钱塘江",,,,,,"98",,,"1/12/2021 18:54:49"
"2961","70204800","浙江省","绍兴市","嵊州市","ZZ","黄泽","PZ","1","1","120.924929","29.579961","85黄海","黄泽镇滨江路74号","钱塘江",,,"27.5","29",,,"30.122","1997-08-18","24/10/2021 14:42:58"
"2962","70204810","浙江省","绍兴市","嵊州市","ZZ","兰洲","PZ","1","1","120.948074","29.560553",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:31"
"2963","70205005","浙江省","绍兴市","新昌县","RR","巧王水库","PZ","1","1","121.158444","29.426511",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:49"
"2964","70205010","浙江省","绍兴市","新昌县","RR","棠家洲水库","PZ","1","1","121.085735","29.488224",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:07"
"2965","70205015","浙江省","绍兴市","新昌县","RR","竺家坑水库","PZ","1","1","121.195586","29.503583",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:25"
"2966","70205020","浙江省","绍兴市","新昌县","RR","西桥弄水库","PZ","1","1","121.053445","29.452978",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:20"
"2967","70205025","浙江省","绍兴市","新昌县","RR","沙山水库","PZ","1","1","120.9677","29.5042",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:39"
"2968","70205030","浙江省","绍兴市","嵊州市","RR","上东水库","PZ","1","1","121.042069","29.600431",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:57"
"2969","70205040","浙江省","绍兴市","嵊州市","RR","渔溪坑水库","PZ","1","1","120.9914","29.6022",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:15"
"2970","70205065","浙江省","绍兴市","嵊州市","RR","眠牛弄水库","PZ","1","1","120.9174","29.6139",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:33"
"2971","70205075","浙江省","绍兴市","嵊州市","PP","赵家岩","P","1","1","120.894972","29.649639",,,"钱塘江",,,,,,,,,"2/12/2021 14:04:34"
"2972","70205077","浙江省","绍兴市","嵊州市","ZZ","四明","PZ","1","1","120.894","29.6492",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:28"
"2973","70205080","浙江省","绍兴市","嵊州市","PP","磨刀坑","P","1","1","120.769246","29.650416",,,"钱塘江",,,,,,,,,"2/12/2021 14:04:34"
"2974","70205085","浙江省","宁波市","余姚市","RR","宓家山水库","ZP","1","1","121.009833","29.706083",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:47"
"2975","70205095","浙江省","绍兴市","嵊州市","ZZ","嵊州下王","PZ","1","1","120.928078","29.708901",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:05"
"2976","70205100","浙江省","绍兴市","嵊州市","ZZ","嵊州兰溪","PZ","1","1","120.864111","29.694444",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:22"
"2977","70205105","浙江省","绍兴市","嵊州市","PP","嵊州友谊","P","1","1","120.975258","29.734777",,,"钱塘江",,,,,,,,,"2/12/2021 14:04:34"
"2978","70205120","浙江省","绍兴市","嵊州市","PP","七一","P","1","1","120.931583","29.699806",,,"钱塘江",,,,,,,,,"2/12/2021 14:04:34"
"2979","70205140","浙江省","绍兴市","上虞区","RR","北岙弄水库","PZ","1","1","120.9075","29.7636",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:58"
"2980","70205160","浙江省","绍兴市","上虞区","RR","钱村水库","PZ","1","1","120.876667","29.779722",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:45"
"2981","70205170","浙江省","宁波市","余姚市","RR","茅湾水库","ZP","1","1","121.055638","29.74375",,,"甬江",,,,,,,,,"2/12/2021 10:56:55"
"2982","70205180","浙江省","绍兴市","上虞区","RR","立功水库","PZ","1","1","121.014017","29.773648",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:12"
"2983","70205200","浙江省","绍兴市","上虞区","ZZ","石塘庙","PZ","1","1","120.980444","29.772979",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:30"
"2984","70205250","浙江省","绍兴市","上虞区","RR","奈何畈水库","PZ","1","1","121.0153","29.743868",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:26"
"2985","70205300","浙江省","绍兴市","上虞区","RR","苕花岭水库","PZ","1","1","120.993048","29.746823",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:47"
"2986","70206050","浙江省","绍兴市","上虞区","RR","徐林水库","PZ","1","1","121.076199","29.78759",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:00"
"2987","70206100","浙江省","绍兴市","上虞区","ZZ","下管","PZ","1","1","121.023333","29.833056",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:18"
"2988","70206150","浙江省","绍兴市","上虞区","ZZ","丁宅","Z","1","1","120.960856","29.871433",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:36"
"2989","70206202","浙江省","宁波市","余姚市","RR","后路田水库","ZP","1","1","121.132732","29.830268",,,"甬江",,,,,,,,,"2/12/2021 10:56:44"
"2990","70206204","浙江省","宁波市","余姚市","RR","纺车岩水库","ZP","1","1","121.117222","29.823833",,,"甬江",,,,,,,,,"2/12/2021 10:58:04"
"2991","70206210","浙江省","绍兴市","上虞区","RR","浪撞水库","PZ","1","1","121.100291","29.80605",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:20"
"2992","70206215","浙江省","绍兴市","上虞区","RR","背向水库","PZ","1","1","121.072295","29.825011",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:39"
"2993","70206220","浙江省","绍兴市","上虞区","RR","乌洞水库","PZ","1","1","121.054784","29.759371",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:35"
"2994","70206225","浙江省","绍兴市","上虞区","RR","汪家桥水库","PZ","1","1","121.04694","29.852777",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:53"
"2995","70206230","浙江省","绍兴市","上虞区","RR","大齐岙水库","PZ","1","1","120.98478","29.882029",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:10"
"2996","70206235","浙江省","绍兴市","上虞区","RR","湘芦水库","PZ","1","1","120.952778","29.890278",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:28"
"2997","70206240","浙江省","绍兴市","上虞区","RR","童山湖水库","PZ","1","1","120.917702","29.855564",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:24"
"2998","70206245","浙江省","绍兴市","上虞区","RR","冷湾水库","PZ","1","1","120.944139","29.802425",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:42"
"2999","70206265","浙江省","绍兴市","上虞区","RR","甘大水库","PZ","1","1","120.968956","29.820159",,,"钱塘江",,,,,,,,,"2/12/2021 10:58:04"
"3000","70206270","浙江省","绍兴市","上虞区","RR","上虞白水水库","PZ","1","1","120.963993","29.835217",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:18"
"3001","70206275","浙江省","绍兴市","上虞区","RR","象田水库","PZ","1","1","120.90103","29.887862",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:37"
"3002","70206285","浙江省","绍兴市","上虞区","RR","鲍岙水库","PZ","1","1","120.8898","29.8422",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:44"
"3003","70206300","浙江省","绍兴市","嵊州市","RR","前岩水库","PZ","1","1","120.7971","29.75",,,"钱塘江",,,,,,"68.25",,,"1/12/2021 18:54:49"
"3004","70206310","浙江省","绍兴市","嵊州市","ZZ","范洋","PZ","1","1","120.836306","29.828667",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:08"
"3005","70206320","浙江省","绍兴市","嵊州市","PP","前坑","P","1","1","120.725861","29.732194",,,"钱塘江",,,,,,,,,"2/12/2021 14:04:35"
"3006","70206340","浙江省","绍兴市","嵊州市","RR","大董水库","PZ","1","1","120.7773","29.7724",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:26"
"3007","70206360","浙江省","绍兴市","嵊州市","PP","高坝头","P","1","1","120.773556","29.796028",,,"钱塘江",,,,,,,,,"2/12/2021 14:04:35"
"3008","70206380","浙江省","绍兴市","上虞区","RR","石井水库","PZ","1","1","120.868238","29.865053",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:22"
"3009","70206450","浙江省","绍兴市","嵊州市","ZZ","马溪","PZ","1","1","120.660722","29.742472",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:40"
"3010","70206480","浙江省","绍兴市","柯桥区","PP","王坛","P","1","1","120.6776","29.7819",,,"钱塘江",,,,,,,,,"2/12/2021 14:04:35"
"3011","70206700","浙江省","绍兴市","上虞区","RR","汤浦水库","PZ","1","1","120.7885","29.8519",,,"钱塘江",,,,,,"32.05",,,"1/12/2021 18:54:49"
"3012","70206812","浙江省","绍兴市","柯桥区","RR","青桐湾水库","PZ","1","1","120.6629","29.7558",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:16"
"3013","70206814","浙江省","绍兴市","柯桥区","RR","早稻湾水库","PZ","1","1","120.7073","29.74",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:57"
"3014","70206816","浙江省","绍兴市","柯桥区","RR","柯桥大坑水库","PZ","1","1","120.588597","29.74377",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:30"
"3015","70206818","浙江省","绍兴市","柯桥区","RR","边头坞水库","PZ","1","1","120.6208","29.7643",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:48"
"3016","70206820","浙江省","绍兴市","柯桥区","RR","金家岙水库","PZ","1","1","120.6394","29.7665",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:06"
"3017","70206822","浙江省","绍兴市","柯桥区","RR","水冲岙水库","PZ","1","1","120.6775","29.7768",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:23"
"3018","70206824","浙江省","绍兴市","柯桥区","RR","柯桥相岙水库","PZ","1","1","120.520058","29.782696",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:19"
"3019","70206826","浙江省","绍兴市","柯桥区","RR","鹅湖水库","PZ","1","1","120.539688","29.791285",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:38"
"3020","70206828","浙江省","绍兴市","柯桥区","RR","柯桥桃树坞水库","PZ","1","1","120.5795","29.7971",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:56"
"3021","70206830","浙江省","绍兴市","柯桥区","RR","大王尖水库","PZ","1","1","120.6032","29.7915",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:14"
"3022","70206832","浙江省","绍兴市","柯桥区","RR","玄凤岭水库","PZ","1","1","120.6289","29.7847",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:32"
"3023","70206834","浙江省","绍兴市","柯桥区","RR","王坛岭下水库","PZ","1","1","120.62661","29.80411",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:43"
"3024","70206836","浙江省","绍兴市","柯桥区","RR","柯桥大岙水库","PZ","1","1","120.6679","29.8318",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:45"
"3025","70206838","浙江省","绍兴市","柯桥区","RR","大雷岙水库","PZ","1","1","120.6799","29.8079",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:04"
"3026","70206840","浙江省","绍兴市","柯桥区","RR","妙诸水库","PZ","1","1","120.7057","29.7699",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:54"
"3027","70206842","浙江省","绍兴市","柯桥区","RR","王家岙水库","PZ","1","1","120.7227","29.776",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:40"
"3028","70206844","浙江省","绍兴市","柯桥区","RR","舒村水库","PZ","1","1","120.7306","29.7616",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:36"
"3029","70206845","浙江省","绍兴市","柯桥区","RR","万寿山水库","PZ","1","1","120.661944","29.884444",,,"钱塘江",,,,,,,,,"2/12/2021 10:56:54"
"3030","70206846","浙江省","绍兴市","柯桥区","RR","大鸡笼水库","PZ","1","1","120.7135","29.8452",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:12"
"3031","70206848","浙江省","绍兴市","柯桥区","RR","团爿水库","PZ","1","1","120.737","29.8453",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:29"
"3032","70206860","浙江省","绍兴市","上虞区","RR","靠溪岙水库","PZ","1","1","120.777614","29.928462",,,"钱塘江",,,,,,,,,"2/12/2021 10:57:54"
